language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
zh,False,gaussadded25/zh/audio1503.wav,gaussadded25_zh_1503,real,gaussadded25,0,-1,1,-1,
zh,False,TimeScaling90/zh/audio2932.wav,TimeScaling90_zh_2932,real,TimeScaling90,0,-1,1,-1,
zh,True,linefade10/zh/audio497.wav,linefade10_zh_497,speechgen,linefade10,1,1,1,1,"背景音,语速,情感,停顿或呼吸音"
zh,True,linefade20/zh/audio142.wav,linefade20_zh_142,unmixr,linefade20,1,1,1,1,"语速,停顿或呼吸音"
zh,True,volume50/zh/audio2930.wav,volume50_zh_2930,aivoov,volume50,1,3,1,1,"语速,情感"
zh,True,volume75/zh/audio2943.wav,volume75_zh_2943,StarGan,volume75,0,3,1,1,"情感,停顿或呼吸音"
zh,False,volume125/zh/audio1363.wav,volume125_zh_1363,real,volume125,0,-1,1,-1,
zh,False,gaussadded20/zh/audio2170.wav,gaussadded20_zh_2170,real,gaussadded20,0,-1,1,-1,
zh,True,logfade30/zh/audio1751.wav,logfade30_zh_1751,audyo,logfade30,1,1,1,1,语速
zh,False,NoiseAdded-natural25/zh/audio1284.wav,NoiseAdded-natural25_zh_1284,real,NoiseAdded-natural25,1,-1,1,-1,
zh,True,logfade20/zh/audio1244.wav,logfade20_zh_1244,StarGan,logfade20,0,3,1,1,"语速,情感,停顿或呼吸音"
zh,True,NoiseAdded-human25/zh/audio1275.wav,NoiseAdded-human25_zh_1275,naturalreader,NoiseAdded-human25,1,1,1,1,"背景音,语速,情感,停顿或呼吸音"
zh,False,NoiseAdded-interior25/zh/audio1642.wav,NoiseAdded-interior25_zh_1642,real,NoiseAdded-interior25,1,-1,1,-1,
zh,False,NoiseAdded-exterior20/zh/audio1929.wav,NoiseAdded-exterior20_zh_1929,real,NoiseAdded-exterior20,0,-1,1,-1,
zh,False,logfade20/zh/audio2207.wav,logfade20_zh_2207,real,logfade20,0,-1,1,-1,
zh,False,NoiseAdded-interior20/zh/audio1670.wav,NoiseAdded-interior20_zh_1670,real,NoiseAdded-interior20,0,-1,1,-1,
zh,False,NoiseAdded-interior15/zh/audio2662.wav,NoiseAdded-interior15_zh_2662,real,NoiseAdded-interior15,0,-1,1,-1,
zh,True,NoiseAdded-exterior15/zh/audio3516.wav,NoiseAdded-exterior15_zh_3516,voxify,NoiseAdded-exterior15,1,1,1,1,"背景音,语速,情感"
zh,True,volume150/zh/audio1581.wav,volume150_zh_1581,naturalreader,volume150,1,1,1,1,"语速,情感,停顿或呼吸音"
zh,True,Alldataset/zh/audio601.wav,Alldataset_zh_601,Bark,Alldataset,0,3,1,1,"背景音,语速,情感,停顿或呼吸音"
zh,False,Alldataset32K/zh/audio3164.wav,Alldataset32K_zh_3164,real,Alldataset32K,0,-1,1,-1,
zh,True,gaussadded25/zh/audio2114.wav,gaussadded25_zh_2114,naturalreader,gaussadded25,1,1,1,1,"背景音,声音响度,语速,情感,停顿或呼吸音"
zh,True,NoiseAdded-exterior25/zh/audio31.wav,NoiseAdded-exterior25_zh_31,unmixr,NoiseAdded-exterior25,1,1,1,1,"语速,情感,停顿或呼吸音"
zh,True,NoiseAdded-animal15/zh/audio7411.wav,NoiseAdded-animal15_zh_7411,ChatTTS,NoiseAdded-animal15,0,3,1,1,"背景音,情感"
zh,True,linefade30/zh/audio1906.wav,linefade30_zh_1906,GPT_SoVITS,linefade30,0,3,1,1,"语速,情感"
zh,False,NoiseAdded-human25/zh/audio3401.wav,NoiseAdded-human25_zh_3401,real,NoiseAdded-human25,0,-1,1,-1,
zh,False,NoiseAdded-natural20/zh/audio1416.wav,NoiseAdded-natural20_zh_1416,real,NoiseAdded-natural20,0,-1,1,-1,
zh,True,TimeScaling105/zh/audio1751.wav,TimeScaling105_zh_1751,audyo,TimeScaling105,1,1,1,1,"语速,情感,停顿或呼吸音"
zh,False,NoiseAdded-animal25/zh/audio2032.wav,NoiseAdded-animal25_zh_2032,real,NoiseAdded-animal25,1,-1,1,-1,
zh,True,Alldataset32K/zh/audio1751.wav,Alldataset32K_zh_1751,audyo,Alldataset32K,1,1,1,1,"语速,情感"
zh,True,TimeScaling90/zh/audio1208.wav,TimeScaling90_zh_1208,aivoov,TimeScaling90,1,1,1,1,"背景音,语速"
zh,True,NoiseAdded-interior25/zh/audio1254.wav,NoiseAdded-interior25_zh_1254,StarGan,NoiseAdded-interior25,0,3,1,1,"语速,情感"
zh,True,NoiseAdded-human20/zh/audio1745.wav,NoiseAdded-human20_zh_1745,Bark,NoiseAdded-human20,1,1,1,1,"背景音,语速"
zh,True,expfade10/zh/audio1657.wav,expfade10_zh_1657,voxify,expfade10,1,1,1,1,"语速,情感"
zh,True,NoiseAdded-natural15/zh/audio7411.wav,NoiseAdded-natural15_zh_7411,ChatTTS,NoiseAdded-natural15,0,1,1,1,"语速,情感"
zh,False,NoiseAdded-animal15/zh/audio2588.wav,NoiseAdded-animal15_zh_2588,real,NoiseAdded-animal15,0,-1,1,-1,
zh,False,NoiseAdded-exterior25/zh/audio2937.wav,NoiseAdded-exterior25_zh_2937,real,NoiseAdded-exterior25,0,-1,1,-1,
zh,False,logfade10/zh/audio3019.wav,logfade10_zh_3019,real,logfade10,0,-1,1,-1,
zh,False,NoiseAdded-exterior15/zh/audio1551.wav,NoiseAdded-exterior15_zh_1551,real,NoiseAdded-exterior15,0,-1,1,-1,
zh,True,NoiseAdded-natural25/zh/audio60.wav,NoiseAdded-natural25_zh_60,unmixr,NoiseAdded-natural25,1,1,1,1,"语速,情感"
zh,False,volume150/zh/audio2202.wav,volume150_zh_2202,real,volume150,0,-1,1,-1,
zh,False,Re-Alldataset/zh/audio983.wav,Re-Alldataset_zh_983,real,Re-Alldataset,0,-1,1,-1,
zh,False,NoiseAdded-human15/zh/audio1783.wav,NoiseAdded-human15_zh_1783,real,NoiseAdded-human15,0,-1,1,-1,
zh,False,NoiseAdded-natural15/zh/audio2624.wav,NoiseAdded-natural15_zh_2624,real,NoiseAdded-natural15,0,-1,1,-1,
zh,False,TimeScaling110/zh/audio1780.wav,TimeScaling110_zh_1780,real,TimeScaling110,0,-1,1,-1,
zh,False,Alldataset44k/zh/audio1060.wav,Alldataset44k_zh_1060,real,Alldataset44k,0,-1,1,-1,
zh,False,linefade10/zh/audio3244.wav,linefade10_zh_3244,real,linefade10,0,-1,1,-1,
zh,False,expfade20/zh/audio140.wav,expfade20_zh_140,real,expfade20,0,-1,1,-1,
zh,False,linefade20/zh/audio509.wav,linefade20_zh_509,real,linefade20,0,-1,1,-1,
zh,True,NoiseAdded-exterior20/zh/audio3576.wav,NoiseAdded-exterior20_zh_3576,Bark,NoiseAdded-exterior20,1,3,1,1,"语速,情感"
zh,True,Re-Alldataset/zh/audio3324.wav,Re-Alldataset_zh_3324,audyo,Re-Alldataset,1,1,1,1,情感
zh,True,gaussadded15/zh/audio2521.wav,gaussadded15_zh_2521,xtts_v2,gaussadded15,0,3,1,1,"语速,情感"
zh,True,NoiseAdded-human15/zh/audio2284.wav,NoiseAdded-human15_zh_2284,OpenVoice,NoiseAdded-human15,0,3,1,1,"语速,情感"
