language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
zh,False,volume125/zh/audio3353.wav,volume125_zh_3353,real,volume125,0,-1,1,-1,
zh,False,Alldataset44k/zh/audio3289.wav,Alldataset44k_zh_3289,real,Alldataset44k,0,-1,1,-1,
zh,False,TimeScaling95/zh/audio1045.wav,TimeScaling95_zh_1045,real,TimeScaling95,1,-1,1,-1,
zh,False,logfade30/zh/audio2606.wav,logfade30_zh_2606,real,logfade30,0,-1,1,-1,
zh,False,NoiseAdded-human15/zh/audio73.wav,NoiseAdded-human15_zh_73,real,NoiseAdded-human15,0,-1,1,-1,
zh,True,volume150/zh/audio3480.wav,volume150_zh_3480,speechgen,volume150,1,1,1,1,"情感,停顿或呼吸音"
zh,False,NoiseAdded-animal15/zh/audio1602.wav,NoiseAdded-animal15_zh_1602,real,NoiseAdded-animal15,0,-1,1,-1,
zh,False,expfade10/zh/audio149.wav,expfade10_zh_149,real,expfade10,0,-1,1,-1,
zh,False,linefade20/zh/audio2316.wav,linefade20_zh_2316,real,linefade20,0,-1,1,-1,
zh,True,NoiseAdded-interior25/zh/audio488.wav,NoiseAdded-interior25_zh_488,Bark,NoiseAdded-interior25,1,2,1,1,"笑声或其它语气词,语速"
zh,False,volume75/zh/audio128.wav,volume75_zh_128,real,volume75,0,-1,1,-1,
zh,False,gaussadded20/zh/audio1406.wav,gaussadded20_zh_1406,real,gaussadded20,1,-1,1,-1,
zh,False,logfade20/zh/audio3176.wav,logfade20_zh_3176,real,logfade20,1,-1,1,-1,
zh,True,NoiseAdded-natural15/zh/audio97.wav,NoiseAdded-natural15_zh_97,freetts,NoiseAdded-natural15,1,1,1,1,"笑声或其它语气词,语速,停顿或呼吸音"
zh,False,NoiseAdded-animal20/zh/audio3454.wav,NoiseAdded-animal20_zh_3454,real,NoiseAdded-animal20,0,-1,1,-1,
zh,False,NoiseAdded-exterior20/zh/audio938.wav,NoiseAdded-exterior20_zh_938,real,NoiseAdded-exterior20,0,-1,1,-1,
zh,False,NoiseAdded-human20/zh/audio3534.wav,NoiseAdded-human20_zh_3534,real,NoiseAdded-human20,0,-1,1,-1,
zh,False,gaussadded15/zh/audio2760.wav,gaussadded15_zh_2760,real,gaussadded15,0,-1,1,-1,
zh,True,linefade10/zh/audio2512.wav,linefade10_zh_2512,voiser,linefade10,1,1,1,1,"笑声或其它语气词,语速,情感,停顿或呼吸音"
zh,True,NoiseAdded-exterior25/zh/audio2539.wav,NoiseAdded-exterior25_zh_2539,aivoov,NoiseAdded-exterior25,1,1,1,1,语调
