language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
zh,True,TimeScaling105/zh/audio992.wav,TimeScaling105_zh_992,RBVC,TimeScaling105,1,2,1,1,"声音响度,语速,情感,停顿或呼吸音"
zh,False,NoiseAdded-natural15/zh/audio2420.wav,NoiseAdded-natural15_zh_2420,real,NoiseAdded-natural15,0,-1,1,-1,
zh,True,gaussadded20/zh/audio1961.wav,gaussadded20_zh_1961,xtts_v2,gaussadded20,1,2,1,1,"语速,情感,停顿或呼吸音"
zh,True,volume75/zh/audio2129.wav,volume75_zh_2129,unmixr,volume75,1,1,1,1,"声音响度,笑声或其它语气词,语速,情感"
zh,True,Alldataset32K/zh/audio1726.wav,Alldataset32K_zh_1726,voiser,Alldataset32K,1,1,1,1,"声音响度,语速,情感,听过这个AI的电影解说"
zh,True,NoiseAdded-human20/zh/audio771.wav,NoiseAdded-human20_zh_771,StarGan,NoiseAdded-human20,0,3,1,1,"语速,情感,口音"
zh,False,NoiseAdded-interior20/zh/audio1412.wav,NoiseAdded-interior20_zh_1412,real,NoiseAdded-interior20,0,-1,1,-1,
zh,False,TimeScaling95/zh/audio1213.wav,TimeScaling95_zh_1213,real,TimeScaling95,0,-1,1,-1,
zh,False,NoiseAdded-exterior15/zh/audio2165.wav,NoiseAdded-exterior15_zh_2165,real,NoiseAdded-exterior15,0,-1,1,-1,
zh,False,NoiseAdded-natural20/zh/audio1160.wav,NoiseAdded-natural20_zh_1160,real,NoiseAdded-natural20,0,-1,1,-1,
zh,False,gaussadded20/zh/audio2557.wav,gaussadded20_zh_2557,real,gaussadded20,0,-1,1,-1,
zh,True,expfade30/zh/audio1896.wav,expfade30_zh_1896,vallex,expfade30,0,2,1,1,"声音响度,语速,情感,“有”字读的太奇怪了，不像假的"
zh,True,expfade20/zh/audio2532.wav,expfade20_zh_2532,voicemaker,expfade20,1,1,1,1,"声音响度,语速,情感,停顿或呼吸音"
zh,True,linefade20/zh/audio843.wav,linefade20_zh_843,speechgen,linefade20,1,1,1,1,"声音响度,语速,情感,停顿或呼吸音"
