language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
zh,True,Re-Alldataset/zh/audio2552.wav,Re-Alldataset_zh_2552,naturalreader,Re-Alldataset,1,1,1,1,"语速,情感"
zh,True,NoiseAdded-animal15/zh/audio3287.wav,NoiseAdded-animal15_zh_3287,GPT_SoVITS,NoiseAdded-animal15,1,1,1,1,"笑声或其它语气词,语速,停顿或呼吸音"
zh,False,NoiseAdded-animal15/zh/audio201.wav,NoiseAdded-animal15_zh_201,real,NoiseAdded-animal15,1,-1,1,-1,
zh,False,volume150/zh/audio1970.wav,volume150_zh_1970,real,volume150,0,-1,1,-1,
zh,True,NoiseAdded-human20/zh/audio2360.wav,NoiseAdded-human20_zh_2360,voiser,NoiseAdded-human20,1,1,1,1,"语速,情感"
zh,False,Re-Alldataset/zh/audio1948.wav,Re-Alldataset_zh_1948,real,Re-Alldataset,1,-1,1,-1,
zh,False,NoiseAdded-human20/zh/audio2652.wav,NoiseAdded-human20_zh_2652,real,NoiseAdded-human20,1,-1,1,-1,
zh,True,NoiseAdded-exterior15/zh/audio7272.wav,NoiseAdded-exterior15_zh_7272,ChatTTS,NoiseAdded-exterior15,1,2,1,1,"笑声或其它语气词,语速,情感"
zh,True,volume150/zh/audio78.wav,volume150_zh_78,freetts,volume150,1,1,1,1,"语速,情感"
zh,True,NoiseAdded-animal25/zh/audio768.wav,NoiseAdded-animal25_zh_768,StarGan,NoiseAdded-animal25,0,3,1,1,"语速,情感,停顿或呼吸音"
zh,True,NoiseAdded-human15/zh/audio189.wav,NoiseAdded-human15_zh_189,unmixr,NoiseAdded-human15,1,1,1,1,"声音响度,语速"
zh,False,NoiseAdded-exterior15/zh/audio1022.wav,NoiseAdded-exterior15_zh_1022,real,NoiseAdded-exterior15,1,-1,1,-1,
zh,True,TimeScaling95/zh/audio2137.wav,TimeScaling95_zh_2137,speechgen,TimeScaling95,1,1,1,1,"语速,情感"
zh,True,expfade10/zh/audio1787.wav,expfade10_zh_1787,aivoov,expfade10,1,1,1,1,情感
zh,False,NoiseAdded-natural15/zh/audio1517.wav,NoiseAdded-natural15_zh_1517,real,NoiseAdded-natural15,1,-1,1,-1,
zh,False,NoiseAdded-natural25/zh/audio3181.wav,NoiseAdded-natural25_zh_3181,real,NoiseAdded-natural25,1,-1,1,-1,
zh,False,expfade20/zh/audio1346.wav,expfade20_zh_1346,real,expfade20,1,-1,1,-1,
zh,True,TimeScaling90/zh/audio2689.wav,TimeScaling90_zh_2689,GPT_SoVITS,TimeScaling90,1,2,1,1,语速
zh,True,Alldataset32K/zh/audio2514.wav,Alldataset32K_zh_2514,googleapi,Alldataset32K,1,1,1,1,"声音响度,语速,情感"
zh,False,expfade30/zh/audio2768.wav,expfade30_zh_2768,real,expfade30,1,-1,1,-1,
zh,True,Alldataset44k/zh/audio1573.wav,Alldataset44k_zh_1573,GPT_SoVITS,Alldataset44k,0,3,1,1,"声音响度,语速,情感"
zh,True,linefade10/zh/audio644.wav,linefade10_zh_644,RBVC,linefade10,1,3,1,1,"语速,情感"
zh,False,linefade10/zh/audio1821.wav,linefade10_zh_1821,real,linefade10,1,-1,1,-1,
zh,False,logfade30/zh/audio1795.wav,logfade30_zh_1795,real,logfade30,0,-1,1,-1,
zh,False,gaussadded20/zh/audio2817.wav,gaussadded20_zh_2817,real,gaussadded20,1,-1,1,-1,
zh,False,Alldataset/zh/audio3006.wav,Alldataset_zh_3006,real,Alldataset,1,-1,1,-1,
zh,False,expfade10/zh/audio1319.wav,expfade10_zh_1319,real,expfade10,0,-1,1,-1,
zh,True,logfade30/zh/audio1123.wav,logfade30_zh_1123,aivoov,logfade30,1,1,1,1,"声音响度,语速,情感,停顿或呼吸音"
zh,False,TimeScaling105/zh/audio964.wav,TimeScaling105_zh_964,real,TimeScaling105,0,-1,1,-1,
zh,True,volume125/zh/audio2175.wav,volume125_zh_2175,unmixr,volume125,1,1,1,1,"声音响度,语速,停顿或呼吸音"
zh,True,expfade30/zh/audio2015.wav,expfade30_zh_2015,aivoov,expfade30,1,2,1,1,"语速,情感,停顿或呼吸音"
zh,True,linefade30/zh/audio1144.wav,linefade30_zh_1144,speechgen,linefade30,1,1,1,1,"语速,情感"
zh,True,gaussadded20/zh/audio3162.wav,gaussadded20_zh_3162,RBVC,gaussadded20,0,3,1,1,"声音响度,语速"
zh,True,logfade20/zh/audio3238.wav,logfade20_zh_3238,OpenVoice,logfade20,1,2,1,1,语速
zh,True,NoiseAdded-natural15/zh/audio2689.wav,NoiseAdded-natural15_zh_2689,GPT_SoVITS,NoiseAdded-natural15,0,2,1,1,"语速,情感,停顿或呼吸音"
zh,False,Alldataset32K/zh/audio7230.wav,Alldataset32K_zh_7230,real,Alldataset32K,0,-1,1,-1,
zh,False,NoiseAdded-interior20/zh/audio1177.wav,NoiseAdded-interior20_zh_1177,real,NoiseAdded-interior20,0,-1,1,-1,
zh,False,NoiseAdded-exterior20/zh/audio2184.wav,NoiseAdded-exterior20_zh_2184,real,NoiseAdded-exterior20,0,-1,1,-1,
zh,True,gaussadded15/zh/audio2900.wav,gaussadded15_zh_2900,voxify,gaussadded15,1,1,1,1,"语速,情感"
zh,True,NoiseAdded-interior15/zh/audio1023.wav,NoiseAdded-interior15_zh_1023,voiser,NoiseAdded-interior15,0,1,1,1,"声音响度,停顿或呼吸音"
zh,True,volume50/zh/audio1913.wav,volume50_zh_1913,RBVC,volume50,0,3,1,1,"语速,情感"
zh,False,TimeScaling95/zh/audio26.wav,TimeScaling95_zh_26,real,TimeScaling95,1,-1,1,-1,
zh,False,logfade10/zh/audio533.wav,logfade10_zh_533,real,logfade10,0,-1,1,-1,
zh,False,NoiseAdded-interior15/zh/audio183.wav,NoiseAdded-interior15_zh_183,real,NoiseAdded-interior15,0,-1,1,-1,
zh,False,NoiseAdded-natural20/zh/audio2232.wav,NoiseAdded-natural20_zh_2232,real,NoiseAdded-natural20,0,-1,1,-1,
zh,True,logfade10/zh/audio3307.wav,logfade10_zh_3307,vallex,logfade10,0,3,1,1,"语速,情感"
zh,False,Alldataset44k/zh/audio3351.wav,Alldataset44k_zh_3351,real,Alldataset44k,0,-1,1,-1,
zh,True,NoiseAdded-interior20/zh/audio3478.wav,NoiseAdded-interior20_zh_3478,aivoov,NoiseAdded-interior20,1,1,1,1,"声音响度,语速,情感"
zh,False,NoiseAdded-animal25/zh/audio2263.wav,NoiseAdded-animal25_zh_2263,real,NoiseAdded-animal25,0,-1,1,-1,
zh,False,gaussadded15/zh/audio2913.wav,gaussadded15_zh_2913,real,gaussadded15,0,-1,1,-1,
zh,True,NoiseAdded-natural25/zh/audio1126.wav,NoiseAdded-natural25_zh_1126,speechgen,NoiseAdded-natural25,1,1,1,1,语速
zh,False,NoiseAdded-exterior25/zh/audio1729.wav,NoiseAdded-exterior25_zh_1729,real,NoiseAdded-exterior25,0,-1,1,-1,
zh,True,TimeScaling110/zh/audio1675.wav,TimeScaling110_zh_1675,RBVC,TimeScaling110,0,2,1,1,"语速,停顿或呼吸音"
zh,False,volume50/zh/audio7.wav,volume50_zh_7,real,volume50,0,-1,1,-1,
zh,True,linefade20/zh/audio1253.wav,linefade20_zh_1253,texttovoice,linefade20,1,1,1,1,"语速,情感"
zh,True,Alldataset/zh/audio1352.wav,Alldataset_zh_1352,xtts_v2,Alldataset,0,3,1,1,"语速,情感"
zh,False,TimeScaling90/zh/audio2861.wav,TimeScaling90_zh_2861,real,TimeScaling90,0,-1,1,-1,
zh,False,TimeScaling110/zh/audio1367.wav,TimeScaling110_zh_1367,real,TimeScaling110,0,-1,1,-1,
zh,False,volume75/zh/audio1167.wav,volume75_zh_1167,real,volume75,0,-1,1,-1,
zh,False,linefade30/zh/audio1862.wav,linefade30_zh_1862,real,linefade30,0,-1,1,-1,
zh,False,logfade20/zh/audio1584.wav,logfade20_zh_1584,real,logfade20,0,-1,1,-1,
zh,False,NoiseAdded-animal20/zh/audio1682.wav,NoiseAdded-animal20_zh_1682,real,NoiseAdded-animal20,0,-1,1,-1,
zh,False,NoiseAdded-interior25/zh/audio1705.wav,NoiseAdded-interior25_zh_1705,real,NoiseAdded-interior25,0,-1,1,-1,
zh,True,NoiseAdded-human25/zh/audio7396.wav,NoiseAdded-human25_zh_7396,ChatTTS,NoiseAdded-human25,0,3,1,1,"语速,情感,停顿或呼吸音"
