language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
zh,True,linefade10/zh/audio7399.wav,linefade10_zh_7399,ChatTTS,linefade10,1,2,1,1,停顿或呼吸音
zh,True,expfade30/zh/audio2716.wav,expfade30_zh_2716,StarGan,expfade30,1,1,1,1,不像人类能发出的声音
zh,True,NoiseAdded-interior20/zh/audio2731.wav,NoiseAdded-interior20_zh_2731,speechgen,NoiseAdded-interior20,0,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,logfade10/zh/audio2866.wav,logfade10_zh_2866,real,logfade10,0,-1,1,-1,
zh,True,Re-Alldataset/zh/audio1753.wav,Re-Alldataset_zh_1753,voicemaker,Re-Alldataset,1,1,1,1,
zh,True,NoiseAdded-human15/zh/audio3479.wav,NoiseAdded-human15_zh_3479,RBVC,NoiseAdded-human15,1,1,1,1,不像人类能发出的声音
zh,True,NoiseAdded-natural20/zh/audio447.wav,NoiseAdded-natural20_zh_447,speechgen,NoiseAdded-natural20,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,True,NoiseAdded-natural15/zh/audio7249.wav,NoiseAdded-natural15_zh_7249,ChatTTS,NoiseAdded-natural15,0,3,1,1,"停顿或呼吸音,比较短"
zh,True,NoiseAdded-exterior20/zh/audio1146.wav,NoiseAdded-exterior20_zh_1146,vallex,NoiseAdded-exterior20,0,2,1,1,"背景音,具有一定的声音细节，如音调下降时产生的气泡音"
zh,False,NoiseAdded-human20/zh/audio1568.wav,NoiseAdded-human20_zh_1568,real,NoiseAdded-human20,1,-1,1,-1,
zh,True,logfade30/zh/audio978.wav,logfade30_zh_978,Bark,logfade30,1,3,1,1,选错了））
zh,False,expfade20/zh/audio1620.wav,expfade20_zh_1620,real,expfade20,1,-1,1,-1,
zh,True,logfade20/zh/audio315.wav,logfade20_zh_315,aivoov,logfade20,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,NoiseAdded-exterior20/zh/audio938.wav,NoiseAdded-exterior20_zh_938,real,NoiseAdded-exterior20,0,-1,1,-1,
zh,True,Alldataset32K/zh/audio1751.wav,Alldataset32K_zh_1751,audyo,Alldataset32K,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,NoiseAdded-natural20/zh/audio1491.wav,NoiseAdded-natural20_zh_1491,real,NoiseAdded-natural20,0,-1,1,-1,
zh,False,Alldataset44k/zh/audio1971.wav,Alldataset44k_zh_1971,real,Alldataset44k,0,-1,1,-1,
zh,True,expfade20/zh/audio502.wav,expfade20_zh_502,StarGan,expfade20,1,1,1,1,不像人类能发出的声音
zh,False,volume50/zh/audio2962.wav,volume50_zh_2962,real,volume50,0,-1,1,-1,
zh,True,Alldataset/zh/audio3092.wav,Alldataset_zh_3092,naturalreader,Alldataset,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,True,TimeScaling95/zh/audio1096.wav,TimeScaling95_zh_1096,audyo,TimeScaling95,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,volume125/zh/audio3146.wav,volume125_zh_3146,real,volume125,1,-1,1,-1,
zh,False,NoiseAdded-animal15/zh/audio2688.wav,NoiseAdded-animal15_zh_2688,real,NoiseAdded-animal15,0,-1,1,-1,
zh,False,TimeScaling110/zh/audio613.wav,TimeScaling110_zh_613,real,TimeScaling110,0,-1,1,-1,
zh,False,NoiseAdded-animal25/zh/audio2330.wav,NoiseAdded-animal25_zh_2330,real,NoiseAdded-animal25,0,-1,1,-1,
zh,True,NoiseAdded-interior25/zh/audio1443.wav,NoiseAdded-interior25_zh_1443,OpenVoice,NoiseAdded-interior25,1,2,1,1,具有真实人声的细节，但平时人们不会整句使用气声说话，符合我对合成音频的认知
zh,True,NoiseAdded-human20/zh/audio1745.wav,NoiseAdded-human20_zh_1745,Bark,NoiseAdded-human20,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,NoiseAdded-human15/zh/audio985.wav,NoiseAdded-human15_zh_985,real,NoiseAdded-human15,0,-1,1,-1,
zh,True,TimeScaling105/zh/audio806.wav,TimeScaling105_zh_806,Bark,TimeScaling105,1,3,1,1,"停顿或呼吸音,让我觉得是某种方言？导致我没法做出准确判断"
zh,False,Alldataset32K/zh/audio3538.wav,Alldataset32K_zh_3538,real,Alldataset32K,0,-1,1,-1,
zh,True,linefade20/zh/audio7315.wav,linefade20_zh_7315,ChatTTS,linefade20,1,2,1,1,"笑声或其它语气词,停顿或呼吸音,“叫他”这两字很奇怪"
zh,True,NoiseAdded-natural25/zh/audio3595.wav,NoiseAdded-natural25_zh_3595,voicemaker,NoiseAdded-natural25,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,NoiseAdded-interior15/zh/audio3116.wav,NoiseAdded-interior15_zh_3116,real,NoiseAdded-interior15,1,-1,1,-1,
zh,False,gaussadded15/zh/audio120.wav,gaussadded15_zh_120,real,gaussadded15,0,-1,1,-1,
zh,True,NoiseAdded-exterior25/zh/audio3535.wav,NoiseAdded-exterior25_zh_3535,naturalreader,NoiseAdded-exterior25,1,1,1,1,所处的文化环境使我对这种声音感到熟悉
zh,False,logfade30/zh/audio648.wav,logfade30_zh_648,real,logfade30,0,-1,1,-1,
zh,True,NoiseAdded-human25/zh/audio78.wav,NoiseAdded-human25_zh_78,freetts,NoiseAdded-human25,1,1,1,1,停顿或呼吸音
zh,False,NoiseAdded-exterior15/zh/audio1791.wav,NoiseAdded-exterior15_zh_1791,real,NoiseAdded-exterior15,0,-1,1,-1,
zh,False,NoiseAdded-interior25/zh/audio837.wav,NoiseAdded-interior25_zh_837,real,NoiseAdded-interior25,0,-1,1,-1,
zh,False,linefade20/zh/audio749.wav,linefade20_zh_749,real,linefade20,0,-1,1,-1,
zh,False,NoiseAdded-animal20/zh/audio1284.wav,NoiseAdded-animal20_zh_1284,real,NoiseAdded-animal20,0,-1,1,-1,
zh,True,NoiseAdded-interior15/zh/audio2622.wav,NoiseAdded-interior15_zh_2622,aivoov,NoiseAdded-interior15,1,1,1,1,"停顿或呼吸音,所处的文化环境使我对这种声音感到熟悉"
