language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
zh,True,NoiseAdded-interior25/zh/audio839.wav,NoiseAdded-interior25_zh_839,googleapi,NoiseAdded-interior25,1,1,1,1,"声音响度,语速,情感,停顿或呼吸音"
zh,True,TimeScaling105/zh/audio2837.wav,TimeScaling105_zh_2837,xtts_v2,TimeScaling105,0,3,1,1,"声音响度,语音太短了"
zh,False,volume75/zh/audio2255.wav,volume75_zh_2255,real,volume75,0,-1,1,-1,
zh,False,volume150/zh/audio753.wav,volume150_zh_753,real,volume150,0,-1,1,-1,
zh,True,Re-Alldataset/zh/audio1753.wav,Re-Alldataset_zh_1753,voicemaker,Re-Alldataset,1,1,1,1,"声音响度,语速,情感,停顿或呼吸音"
zh,False,NoiseAdded-exterior20/zh/audio580.wav,NoiseAdded-exterior20_zh_580,real,NoiseAdded-exterior20,0,-1,1,-1,
zh,False,TimeScaling105/zh/audio246.wav,TimeScaling105_zh_246,real,TimeScaling105,0,-1,1,-1,
zh,True,TimeScaling110/zh/audio755.wav,TimeScaling110_zh_755,aivoov,TimeScaling110,1,1,1,1,好经典的ai声音
zh,True,Alldataset32K/zh/audio1811.wav,Alldataset32K_zh_1811,voiser,Alldataset32K,0,3,1,1,"语速,停顿或呼吸音"
zh,True,volume150/zh/audio2067.wav,volume150_zh_2067,voxify,volume150,0,2,1,1,"停顿或呼吸音,像字正腔圆的播音声音"
zh,True,NoiseAdded-exterior15/zh/audio2360.wav,NoiseAdded-exterior15_zh_2360,voiser,NoiseAdded-exterior15,0,1,1,1,背景音
zh,False,linefade30/zh/audio2766.wav,linefade30_zh_2766,real,linefade30,0,-1,1,-1,
zh,True,expfade10/zh/audio1072.wav,expfade10_zh_1072,voicemaker,expfade10,1,1,1,1,"声音响度,语速,情感,又一个好经典的ai声音"
zh,True,NoiseAdded-natural15/zh/audio1703.wav,NoiseAdded-natural15_zh_1703,texttovoice,NoiseAdded-natural15,0,3,1,1,"声音响度,语速,停顿或呼吸音"
zh,True,NoiseAdded-human15/zh/audio301.wav,NoiseAdded-human15_zh_301,unmixr,NoiseAdded-human15,1,2,1,1,情感
zh,True,logfade20/zh/audio3309.wav,logfade20_zh_3309,voiser,logfade20,1,1,1,1,这个ai声音经常刷到
zh,False,NoiseAdded-exterior15/zh/audio1619.wav,NoiseAdded-exterior15_zh_1619,real,NoiseAdded-exterior15,0,-1,1,-1,
zh,False,Alldataset32K/zh/audio3129.wav,Alldataset32K_zh_3129,real,Alldataset32K,0,-1,1,-1,
zh,False,volume50/zh/audio844.wav,volume50_zh_844,real,volume50,0,-1,1,-1,
zh,False,gaussadded20/zh/audio1384.wav,gaussadded20_zh_1384,real,gaussadded20,0,-1,1,-1,
zh,True,NoiseAdded-exterior20/zh/audio2610.wav,NoiseAdded-exterior20_zh_2610,voxify,NoiseAdded-exterior20,1,2,1,1,"情感,有点短"
zh,False,NoiseAdded-human15/zh/audio2866.wav,NoiseAdded-human15_zh_2866,real,NoiseAdded-human15,0,-1,1,-1,
zh,True,NoiseAdded-interior20/zh/audio1139.wav,NoiseAdded-interior20_zh_1139,aivoov,NoiseAdded-interior20,0,3,1,1,"情感,停顿或呼吸音,抑扬顿挫"
zh,True,NoiseAdded-animal25/zh/audio967.wav,NoiseAdded-animal25_zh_967,texttovoice,NoiseAdded-animal25,1,1,1,1,停顿或呼吸音
zh,False,NoiseAdded-interior25/zh/audio2319.wav,NoiseAdded-interior25_zh_2319,real,NoiseAdded-interior25,0,-1,1,-1,
zh,False,NoiseAdded-exterior25/zh/audio7277.wav,NoiseAdded-exterior25_zh_7277,real,NoiseAdded-exterior25,0,-1,1,-1,
zh,True,volume125/zh/audio7234.wav,volume125_zh_7234,ChatTTS,volume125,0,3,1,1,语气词太像人啦
zh,True,NoiseAdded-natural20/zh/audio367.wav,NoiseAdded-natural20_zh_367,voxify,NoiseAdded-natural20,1,1,1,1,"语速,情感"
zh,True,NoiseAdded-interior15/zh/audio2152.wav,NoiseAdded-interior15_zh_2152,vallex,NoiseAdded-interior15,0,3,1,1,"语速,停顿或呼吸音,声音有点呆，但是像被拉过来完成任务的被调查大学生"
zh,True,NoiseAdded-animal15/zh/audio3345.wav,NoiseAdded-animal15_zh_3345,voicemaker,NoiseAdded-animal15,1,1,1,1,"语速,停顿或呼吸音"
zh,True,NoiseAdded-exterior25/zh/audio3174.wav,NoiseAdded-exterior25_zh_3174,voicemaker,NoiseAdded-exterior25,1,2,1,1,语速
zh,True,Alldataset44k/zh/audio1714.wav,Alldataset44k_zh_1714,OpenVoice,Alldataset44k,0,3,1,1,"情感,有点短，很平滑，听不出区别"
zh,False,gaussadded15/zh/audio906.wav,gaussadded15_zh_906,real,gaussadded15,0,-1,1,-1,
zh,True,NoiseAdded-human25/zh/audio857.wav,NoiseAdded-human25_zh_857,GPT_SoVITS,NoiseAdded-human25,0,2,1,1,"语速,停顿或呼吸音"
zh,True,TimeScaling90/zh/audio3050.wav,TimeScaling90_zh_3050,xtts_v2,TimeScaling90,0,3,1,1,停顿或呼吸音
zh,True,logfade10/zh/audio3208.wav,logfade10_zh_3208,audyo,logfade10,1,3,1,1,太短了，分不出是不是特定来完成任务的人
zh,True,expfade20/zh/audio2986.wav,expfade20_zh_2986,googleapi,expfade20,1,1,1,1,"语速,停顿或呼吸音"
zh,False,NoiseAdded-animal20/zh/audio1485.wav,NoiseAdded-animal20_zh_1485,real,NoiseAdded-animal20,0,-1,1,-1,
zh,False,NoiseAdded-natural25/zh/audio1094.wav,NoiseAdded-natural25_zh_1094,real,NoiseAdded-natural25,0,-1,1,-1,
zh,False,gaussadded25/zh/audio3075.wav,gaussadded25_zh_3075,real,gaussadded25,1,-1,1,-1,
zh,True,linefade20/zh/audio7426.wav,linefade20_zh_7426,ChatTTS,linefade20,1,2,1,1,"语速,情感,停顿或呼吸音"
zh,True,gaussadded20/zh/audio2260.wav,gaussadded20_zh_2260,RBVC,gaussadded20,1,3,1,1,"背景音,短"
