language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
en,False,TimeScaling110/en/audio6233.wav,TimeScaling110_en_6233,real,TimeScaling110,0,-1,1,-1,
en,True,NoiseAdded-human15/en/audio6187.wav,NoiseAdded-human15_en_6187,aivoov,NoiseAdded-human15,1,2,1,1,"Voice volume,Emotion"
en,True,expfade30/en/audio4889.wav,expfade30_en_4889,Bark,expfade30,1,1,1,1,"Voice volume,Emotion,Pauses or breathing sounds"
en,True,TimeScaling110/en/audio3659.wav,TimeScaling110_en_3659,anytospeech,TimeScaling110,0,3,1,1,"Voice volume,Speech rate,Emotion,Pauses or breathing sounds"
en,True,gaussadded20/en/audio5592.wav,gaussadded20_en_5592,DDM-vc,gaussadded20,1,1,1,1,"Speech rate,Emotion"
en,False,TimeScaling90/en/audio4752.wav,TimeScaling90_en_4752,real,TimeScaling90,1,-1,1,-1,
en,True,Re-Alldataset/en/audio527.wav,Re-Alldataset_en_527,openai,Re-Alldataset,0,2,1,1,"Speech rate,Emotion"
en,False,linefade10/en/audio4567.wav,linefade10_en_4567,real,linefade10,0,-1,1,-1,
en,True,NoiseAdded-exterior20/en/audio2558.wav,NoiseAdded-exterior20_en_2558,playht,NoiseAdded-exterior20,0,3,1,1,"Voice volume,Speech rate"
en,False,NoiseAdded-interior25/en/audio2536.wav,NoiseAdded-interior25_en_2536,real,NoiseAdded-interior25,0,-1,1,-1,
en,True,volume150/en/audio887.wav,volume150_en_887,vallex,volume150,1,1,1,1,"Voice volume,Pauses or breathing sounds"
en,False,linefade30/en/audio3929.wav,linefade30_en_3929,real,linefade30,0,-1,1,-1,
en,False,logfade30/en/audio4869.wav,logfade30_en_4869,real,logfade30,0,-1,1,-1,
en,False,NoiseAdded-interior15/en/audio550.wav,NoiseAdded-interior15_en_550,real,NoiseAdded-interior15,0,-1,1,-1,
en,False,TimeScaling95/en/audio6389.wav,TimeScaling95_en_6389,real,TimeScaling95,1,-1,1,-1,
en,False,volume150/en/audio4785.wav,volume150_en_4785,real,volume150,0,-1,1,-1,
en,False,expfade20/en/audio3949.wav,expfade20_en_3949,real,expfade20,0,-1,1,-1,
en,False,Alldataset32K/en/audio6519.wav,Alldataset32K_en_6519,real,Alldataset32K,1,-1,1,-1,
en,True,volume75/en/audio4308.wav,volume75_en_4308,vallex,volume75,0,2,1,1,Speech rate
en,True,linefade30/en/audio4078.wav,linefade30_en_4078,GPT_SoVITS,linefade30,0,2,1,1,"Speech rate,Pauses or breathing sounds"
en,False,volume75/en/audio4166.wav,volume75_en_4166,real,volume75,0,-1,1,-1,
en,True,TimeScaling90/en/audio1011.wav,TimeScaling90_en_1011,styletts,TimeScaling90,1,1,1,1,Speech rate
en,False,Alldataset/en/audio608.wav,Alldataset_en_608,real,Alldataset,0,-1,1,-1,
en,False,TimeScaling105/en/audio3316.wav,TimeScaling105_en_3316,real,TimeScaling105,0,-1,1,-1,
en,True,Alldataset32K/en/audio4123.wav,Alldataset32K_en_4123,voxify,Alldataset32K,0,3,1,1,"Voice volume,Speech rate,Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-interior15/en/audio6505.wav,NoiseAdded-interior15_en_6505,vitstts,NoiseAdded-interior15,0,1,1,1,Speech rate
en,False,NoiseAdded-exterior15/en/audio6255.wav,NoiseAdded-exterior15_en_6255,real,NoiseAdded-exterior15,0,-1,1,-1,
en,True,logfade20/en/audio6496.wav,logfade20_en_6496,openai,logfade20,0,3,1,1,Speech rate
en,False,expfade30/en/audio2791.wav,expfade30_en_2791,real,expfade30,1,-1,1,-1,
en,True,gaussadded15/en/audio3707.wav,gaussadded15_en_3707,audyo,gaussadded15,0,3,1,1,"Voice volume,Speech rate,Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-animal20/en/audio5760.wav,NoiseAdded-animal20_en_5760,textmagic,NoiseAdded-animal20,0,3,1,1,"Voice volume,Speech rate,Emotion"
en,False,NoiseAdded-animal15/en/audio2259.wav,NoiseAdded-animal15_en_2259,real,NoiseAdded-animal15,0,-1,1,-1,
en,True,NoiseAdded-exterior25/en/audio204.wav,NoiseAdded-exterior25_en_204,textmagic,NoiseAdded-exterior25,0,2,1,1,Speech rate
en,True,TimeScaling105/en/audio387.wav,TimeScaling105_en_387,speechgen,TimeScaling105,0,2,1,1,"Voice volume,Emotion"
en,True,NoiseAdded-natural25/en/audio2099.wav,NoiseAdded-natural25_en_2099,voicemaker,NoiseAdded-natural25,0,1,1,1,Emotion
en,True,NoiseAdded-exterior15/en/audio5374.wav,NoiseAdded-exterior15_en_5374,openai,NoiseAdded-exterior15,0,3,1,1,"Background noise,Voice volume,Speech rate,Emotion"
en,True,NoiseAdded-natural20/en/audio13465.wav,NoiseAdded-natural20_en_13465,ChatTTS,NoiseAdded-natural20,1,2,1,1,"Voice volume,Emotion"
en,True,gaussadded25/en/audio1914.wav,gaussadded25_en_1914,DDM-vc,gaussadded25,0,1,1,1,Background noise
en,True,volume50/en/audio13569.wav,volume50_en_13569,ChatTTS,volume50,0,3,1,1,"Speech rate,Emotion"
