language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
en,False,gaussadded20/en/audio2846.wav,gaussadded20_en_2846,real,gaussadded20,1,-1,1,-1,
en,True,NoiseAdded-human15/en/audio5400.wav,NoiseAdded-human15_en_5400,OpenVoice,NoiseAdded-human15,1,1,1,1,Voice volume
en,True,NoiseAdded-exterior25/en/audio4817.wav,NoiseAdded-exterior25_en_4817,elevenlabs,NoiseAdded-exterior25,0,1,1,1,"Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-interior15/en/audio4845.wav,NoiseAdded-interior15_en_4845,texttovoice,NoiseAdded-interior15,0,2,1,1,Speech rate
en,False,gaussadded25/en/audio3796.wav,gaussadded25_en_3796,real,gaussadded25,0,-1,1,-1,
en,True,logfade20/en/audio1647.wav,logfade20_en_1647,Bark,logfade20,0,1,1,1,Emotion
en,False,Alldataset44k/en/audio5017.wav,Alldataset44k_en_5017,real,Alldataset44k,0,-1,1,-1,
en,True,NoiseAdded-human20/en/audio6496.wav,NoiseAdded-human20_en_6496,openai,NoiseAdded-human20,0,1,1,1,Speech rate
en,False,Alldataset32K/en/audio3413.wav,Alldataset32K_en_3413,real,Alldataset32K,0,-1,1,-1,
en,True,logfade10/en/audio5089.wav,logfade10_en_5089,aivoov,logfade10,0,2,1,1,Laughter or other interjections
en,True,NoiseAdded-animal25/en/audio3875.wav,NoiseAdded-animal25_en_3875,voicemaker,NoiseAdded-animal25,1,1,1,1,Emotion
en,False,NoiseAdded-exterior20/en/audio652.wav,NoiseAdded-exterior20_en_652,real,NoiseAdded-exterior20,0,-1,1,-1,
en,True,NoiseAdded-human25/en/audio3151.wav,NoiseAdded-human25_en_3151,Bark,NoiseAdded-human25,1,1,1,1,Speech rate
en,True,linefade30/en/audio4078.wav,linefade30_en_4078,GPT_SoVITS,linefade30,0,1,1,1,Speech rate
en,False,TimeScaling90/en/audio4420.wav,TimeScaling90_en_4420,real,TimeScaling90,0,-1,1,-1,
en,False,NoiseAdded-interior25/en/audio2935.wav,NoiseAdded-interior25_en_2935,real,NoiseAdded-interior25,0,-1,1,-1,
en,False,NoiseAdded-animal25/en/audio3595.wav,NoiseAdded-animal25_en_3595,real,NoiseAdded-animal25,1,-1,1,-1,
en,False,linefade30/en/audio3748.wav,linefade30_en_3748,real,linefade30,0,-1,1,-1,
