language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
en,True,volume75/en/audio5605.wav,volume75_en_5605,tortoise-tts,volume75,0,2,1,1,"Speech rate,Emotion"
en,False,expfade10/en/audio5438.wav,expfade10_en_5438,real,expfade10,1,-1,1,-1,
en,True,NoiseAdded-human20/en/audio420.wav,NoiseAdded-human20_en_420,googleapi,NoiseAdded-human20,1,1,1,1,Background noise
en,True,linefade10/en/audio98.wav,linefade10_en_98,anytospeech,linefade10,1,2,1,1,"Speech rate,Pauses or breathing sounds"
en,True,TimeScaling95/en/audio1473.wav,TimeScaling95_en_1473,speakperfect,TimeScaling95,1,1,1,1,"Pauses or breathing sounds,声音带了点电音效果"
en,False,logfade20/en/audio5746.wav,logfade20_en_5746,real,logfade20,1,-1,1,-1,
en,False,linefade20/en/audio1072.wav,linefade20_en_1072,real,linefade20,0,-1,1,-1,
en,False,NoiseAdded-interior20/en/audio280.wav,NoiseAdded-interior20_en_280,real,NoiseAdded-interior20,1,-1,1,-1,
en,True,linefade30/en/audio1681.wav,linefade30_en_1681,voicemaker,linefade30,1,1,1,1,Voice volume
en,True,NoiseAdded-natural15/en/audio5656.wav,NoiseAdded-natural15_en_5656,googleapi,NoiseAdded-natural15,1,1,1,1,"Background noise,Emotion"
en,True,volume150/en/audio694.wav,volume150_en_694,voxify,volume150,0,1,1,1,"Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-exterior15/en/audio979.wav,NoiseAdded-exterior15_en_979,voiser,NoiseAdded-exterior15,1,1,1,1,Background noise
en,True,NoiseAdded-natural20/en/audio1361.wav,NoiseAdded-natural20_en_1361,vallex,NoiseAdded-natural20,1,1,1,1,"Background noise,Laughter or other interjections,Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-exterior20/en/audio2339.wav,NoiseAdded-exterior20_en_2339,tortoise-tts,NoiseAdded-exterior20,0,1,1,1,Background noise
en,False,NoiseAdded-exterior15/en/audio13304.wav,NoiseAdded-exterior15_en_13304,real,NoiseAdded-exterior15,1,-1,1,-1,
en,True,NoiseAdded-interior20/en/audio1219.wav,NoiseAdded-interior20_en_1219,anytospeech,NoiseAdded-interior20,0,3,1,1,"Background noise,Speech rate,Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-interior25/en/audio568.wav,NoiseAdded-interior25_en_568,GPT_SoVITS,NoiseAdded-interior25,0,2,1,1,Emotion
en,False,NoiseAdded-exterior20/en/audio4644.wav,NoiseAdded-exterior20_en_4644,real,NoiseAdded-exterior20,1,-1,1,-1,
en,False,NoiseAdded-natural25/en/audio5418.wav,NoiseAdded-natural25_en_5418,real,NoiseAdded-natural25,1,-1,1,-1,
en,True,TimeScaling105/en/audio3526.wav,TimeScaling105_en_3526,voicemaker,TimeScaling105,0,2,1,1,"Emotion,Pauses or breathing sounds"
en,False,expfade30/en/audio3083.wav,expfade30_en_3083,real,expfade30,1,-1,1,-1,
en,True,Alldataset/en/audio4068.wav,Alldataset_en_4068,naturalreader,Alldataset,0,2,1,1,Pauses or breathing sounds
en,False,NoiseAdded-interior15/en/audio2021.wav,NoiseAdded-interior15_en_2021,real,NoiseAdded-interior15,1,-1,1,-1,
en,True,Alldataset32K/en/audio3319.wav,Alldataset32K_en_3319,textmagic,Alldataset32K,0,2,1,1,"Laughter or other interjections,Pauses or breathing sounds"
en,False,NoiseAdded-human15/en/audio4144.wav,NoiseAdded-human15_en_4144,real,NoiseAdded-human15,1,-1,1,-1,
en,True,expfade10/en/audio5307.wav,expfade10_en_5307,fakeyou,expfade10,1,1,1,1,Voice volume
en,True,logfade10/en/audio4976.wav,logfade10_en_4976,unmixr,logfade10,1,1,1,1,"Speech rate,Emotion,Pauses or breathing sounds"
en,False,NoiseAdded-natural20/en/audio5175.wav,NoiseAdded-natural20_en_5175,real,NoiseAdded-natural20,1,-1,1,-1,
en,True,NoiseAdded-exterior25/en/audio2677.wav,NoiseAdded-exterior25_en_2677,DiffHiervc,NoiseAdded-exterior25,1,1,1,1,Background noise
en,False,expfade20/en/audio5552.wav,expfade20_en_5552,real,expfade20,0,-1,1,-1,
en,True,Re-Alldataset/en/audio3435.wav,Re-Alldataset_en_3435,resemble-AI,Re-Alldataset,0,3,1,1,"Laughter or other interjections,Speech rate,Emotion,Pauses or breathing sounds"
en,True,logfade20/en/audio2814.wav,logfade20_en_2814,textmagic,logfade20,1,1,1,1,"Voice volume,Emotion"
en,True,NoiseAdded-animal15/en/audio1820.wav,NoiseAdded-animal15_en_1820,vallex,NoiseAdded-animal15,1,1,1,1,"Speech rate,Pauses or breathing sounds,音色"
en,True,volume125/en/audio1623.wav,volume125_en_1623,diffganTTS,volume125,1,1,1,1,"Pauses or breathing sounds,音色带电音效果"
en,True,NoiseAdded-human15/en/audio57.wav,NoiseAdded-human15_en_57,diffganTTS,NoiseAdded-human15,1,1,1,1,"Background noise,Pauses or breathing sounds"
en,True,volume50/en/audio5734.wav,volume50_en_5734,diffganTTS,volume50,1,1,1,1,Pauses or breathing sounds
en,False,volume75/en/audio2542.wav,volume75_en_2542,real,volume75,0,-1,1,-1,
en,True,NoiseAdded-animal25/en/audio3955.wav,NoiseAdded-animal25_en_3955,DDM-vc,NoiseAdded-animal25,1,1,1,1,"Background noise,Emotion"
en,False,linefade10/en/audio1569.wav,linefade10_en_1569,real,linefade10,1,-1,1,-1,
en,True,NoiseAdded-animal20/en/audio1193.wav,NoiseAdded-animal20_en_1193,aivoov,NoiseAdded-animal20,1,1,1,1,Background noise
en,True,TimeScaling110/en/audio4641.wav,TimeScaling110_en_4641,resemble-AI,TimeScaling110,1,3,1,1,"Speech rate,Emotion"
en,False,volume50/en/audio1667.wav,volume50_en_1667,real,volume50,0,-1,1,-1,
en,False,NoiseAdded-animal25/en/audio488.wav,NoiseAdded-animal25_en_488,real,NoiseAdded-animal25,1,-1,1,-1,
