language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
en,False,TimeScaling110/en/audio6332.wav,TimeScaling110_en_6332,real,TimeScaling110,1,-1,1,-1,
en,False,expfade20/en/audio3395.wav,expfade20_en_3395,real,expfade20,0,-1,1,-1,
en,False,Alldataset32K/en/audio5270.wav,Alldataset32K_en_5270,real,Alldataset32K,0,-1,1,-1,
en,False,NoiseAdded-natural15/en/audio5371.wav,NoiseAdded-natural15_en_5371,real,NoiseAdded-natural15,0,-1,1,-1,
en,False,expfade10/en/audio3530.wav,expfade10_en_3530,real,expfade10,0,-1,1,-1,
en,False,NoiseAdded-interior20/en/audio5650.wav,NoiseAdded-interior20_en_5650,real,NoiseAdded-interior20,1,-1,1,-1,
en,False,volume150/en/audio1667.wav,volume150_en_1667,real,volume150,1,-1,1,-1,
en,False,logfade20/en/audio756.wav,logfade20_en_756,real,logfade20,1,-1,1,-1,
en,False,linefade10/en/audio3278.wav,linefade10_en_3278,real,linefade10,0,-1,1,-1,
en,True,Re-Alldataset/en/audio416.wav,Re-Alldataset_en_416,aivoov,Re-Alldataset,1,1,1,1,Emotion
en,False,NoiseAdded-exterior25/en/audio2980.wav,NoiseAdded-exterior25_en_2980,real,NoiseAdded-exterior25,0,-1,1,-1,
en,True,NoiseAdded-human20/en/audio1971.wav,NoiseAdded-human20_en_1971,GPT_SoVITS,NoiseAdded-human20,1,2,1,1,Voice volume
en,True,NoiseAdded-animal15/en/audio484.wav,NoiseAdded-animal15_en_484,xtts_v2,NoiseAdded-animal15,1,2,1,1,Emotion
en,True,linefade20/en/audio4204.wav,linefade20_en_4204,OpenVoice,linefade20,1,3,1,1,Emotion
en,False,gaussadded15/en/audio469.wav,gaussadded15_en_469,real,gaussadded15,1,-1,1,-1,
en,False,NoiseAdded-animal15/en/audio1979.wav,NoiseAdded-animal15_en_1979,real,NoiseAdded-animal15,0,-1,1,-1,
en,False,Alldataset/en/audio3813.wav,Alldataset_en_3813,real,Alldataset,0,-1,1,-1,
en,True,logfade20/en/audio2187.wav,logfade20_en_2187,googleapi,logfade20,0,3,1,1,"Speech rate,Emotion"
en,True,linefade10/en/audio6420.wav,linefade10_en_6420,Bark,linefade10,1,1,1,1,"Voice volume,Emotion"
