language,fake_or_real,path,id,source,variant,user_choice,user_score,have_answered,have_scored,cause
en,True,expfade10/en/audio5592.wav,expfade10_en_5592,DDM-vc,expfade10,0,3,1,1,"Voice volume,Speech rate,Pauses or breathing sounds"
en,False,volume75/en/audio603.wav,volume75_en_603,real,volume75,1,-1,1,-1,
en,False,Re-Alldataset/en/audio2304.wav,Re-Alldataset_en_2304,real,Re-Alldataset,1,-1,1,-1,
en,False,logfade20/en/audio2913.wav,logfade20_en_2913,real,logfade20,0,-1,1,-1,
en,True,gaussadded20/en/audio13310.wav,gaussadded20_en_13310,ChatTTS,gaussadded20,0,2,1,1,"Background noise,Speech rate"
en,True,linefade20/en/audio339.wav,linefade20_en_339,speakperfect,linefade20,1,1,1,1,"Voice volume,Speech rate,Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-natural20/en/audio1212.wav,NoiseAdded-natural20_en_1212,openai,NoiseAdded-natural20,0,3,1,1,"Background noise,Voice volume,Speech rate,Pauses or breathing sounds"
en,True,gaussadded15/en/audio404.wav,gaussadded15_en_404,anytospeech,gaussadded15,0,3,1,1,"Background noise,Emotion"
en,True,Alldataset32K/en/audio3832.wav,Alldataset32K_en_3832,texttovoice,Alldataset32K,1,1,1,1,"Speech rate,Emotion,Pauses or breathing sounds"
en,False,NoiseAdded-interior20/en/audio5949.wav,NoiseAdded-interior20_en_5949,real,NoiseAdded-interior20,0,-1,1,-1,
en,False,logfade30/en/audio4463.wav,logfade30_en_4463,real,logfade30,0,-1,1,-1,
en,True,NoiseAdded-exterior15/en/audio1166.wav,NoiseAdded-exterior15_en_1166,OpenVoice,NoiseAdded-exterior15,0,3,1,1,"Background noise,Speech rate,Emotion,Pauses or breathing sounds"
en,False,NoiseAdded-human20/en/audio197.wav,NoiseAdded-human20_en_197,real,NoiseAdded-human20,0,-1,1,-1,
en,True,logfade20/en/audio3721.wav,logfade20_en_3721,DDM-vc,logfade20,1,2,1,1,"Speech rate,Pauses or breathing sounds"
en,True,gaussadded25/en/audio1129.wav,gaussadded25_en_1129,vallex,gaussadded25,0,2,1,1,"Background noise,Laughter or other interjections,Emotion"
en,True,NoiseAdded-exterior20/en/audio2019.wav,NoiseAdded-exterior20_en_2019,QuickVC,NoiseAdded-exterior20,1,3,1,1,"Speech rate,Pauses or breathing sounds"
en,True,Alldataset44k/en/audio3960.wav,Alldataset44k_en_3960,OpenVoice,Alldataset44k,1,2,1,1,"Emotion,Pauses or breathing sounds"
en,True,linefade10/en/audio6274.wav,linefade10_en_6274,freetts,linefade10,0,1,1,1,"Background noise,Voice volume,Speech rate,Emotion,Pauses or breathing sounds"
en,False,Alldataset44k/en/audio74.wav,Alldataset44k_en_74,real,Alldataset44k,0,-1,1,-1,
en,False,volume150/en/audio4813.wav,volume150_en_4813,real,volume150,0,-1,1,-1,
en,False,NoiseAdded-natural25/en/audio4833.wav,NoiseAdded-natural25_en_4833,real,NoiseAdded-natural25,0,-1,1,-1,
en,False,NoiseAdded-interior25/en/audio4388.wav,NoiseAdded-interior25_en_4388,real,NoiseAdded-interior25,0,-1,1,-1,
en,True,NoiseAdded-natural25/en/audio2441.wav,NoiseAdded-natural25_en_2441,freetts,NoiseAdded-natural25,0,2,1,1,"Voice volume,Emotion,Pauses or breathing sounds"
en,True,NoiseAdded-animal20/en/audio1673.wav,NoiseAdded-animal20_en_1673,textmagic,NoiseAdded-animal20,0,3,1,1,"Background noise,Emotion,Pauses or breathing sounds"
en,False,Alldataset32K/en/audio1893.wav,Alldataset32K_en_1893,real,Alldataset32K,0,-1,1,-1,
en,False,NoiseAdded-human15/en/audio1997.wav,NoiseAdded-human15_en_1997,real,NoiseAdded-human15,0,-1,1,-1,
en,True,NoiseAdded-animal25/en/audio82.wav,NoiseAdded-animal25_en_82,unmixr,NoiseAdded-animal25,1,1,1,1,"Voice volume,Emotion,Pauses or breathing sounds"
en,False,TimeScaling95/en/audio752.wav,TimeScaling95_en_752,real,TimeScaling95,1,-1,1,-1,
en,True,TimeScaling90/en/audio6104.wav,TimeScaling90_en_6104,DDM-vc,TimeScaling90,1,2,1,1,"Voice volume,Pauses or breathing sounds"
en,False,TimeScaling105/en/audio534.wav,TimeScaling105_en_534,real,TimeScaling105,0,-1,1,-1,
en,True,NoiseAdded-exterior25/en/audio6018.wav,NoiseAdded-exterior25_en_6018,DDM-vc,NoiseAdded-exterior25,1,3,1,1,"Voice volume,Speech rate,Pauses or breathing sounds"
en,True,TimeScaling110/en/audio1969.wav,TimeScaling110_en_1969,diffganTTS,TimeScaling110,1,2,1,1,"Speech rate,Pauses or breathing sounds"
en,True,expfade20/en/audio1681.wav,expfade20_en_1681,voicemaker,expfade20,1,2,1,1,"Speech rate,Emotion,Pauses or breathing sounds"
en,False,NoiseAdded-exterior20/en/audio1573.wav,NoiseAdded-exterior20_en_1573,real,NoiseAdded-exterior20,0,-1,1,-1,
en,True,NoiseAdded-human15/en/audio2178.wav,NoiseAdded-human15_en_2178,elevenlabs,NoiseAdded-human15,1,2,1,1,"Emotion,Pauses or breathing sounds"
en,False,linefade20/en/audio271.wav,linefade20_en_271,real,linefade20,0,-1,1,-1,
en,False,logfade10/en/audio341.wav,logfade10_en_341,real,logfade10,1,-1,1,-1,
en,False,linefade10/en/audio13433.wav,linefade10_en_13433,real,linefade10,0,-1,1,-1,
en,False,NoiseAdded-natural20/en/audio3692.wav,NoiseAdded-natural20_en_3692,real,NoiseAdded-natural20,1,-1,1,-1,
